"Severity","Issue","File","Line","Text"
"REVIEW","Direct source native/text/preview/metadata path literal","backend\app\api\review.py","205","return f""{base}/source/preview/{doc_id}.pdf"""
"REVIEW","Direct source native/text/preview/metadata path literal","backend\app\api\review.py","211","if ""/source/native/"" in native_blob:"
"REVIEW","Direct source native/text/preview/metadata path literal","backend\app\api\review.py","212","base = native_blob.split(""/source/native/"")[0]"
"REVIEW","Direct source native/text/preview/metadata path literal","backend\app\api\review.py","213","return f""{base}/source/preview/{doc_id}.html"""
"REVIEW","Direct source native/text/preview/metadata path literal","backend\app\api\review.py","321","if ""/source/native/"" in f""/{str(file.get('path', '')).lower()}"""
"REVIEW","Direct source native/text/preview/metadata path literal","backend\app\api\review.py","348","if ""/source/native"" in base_path:"
"REVIEW","Direct source native/text/preview/metadata path literal","backend\app\api\review.py","349","text_base = base_path.replace(""/source/native"", ""/source/text"")"
"INFO","Project base path helper usage","backend\app\api\review.py","371","return build_project_base_path("
"REVIEW","Project display/storage conversion logic","backend\app\api\review.py","533","project.replace("" "", ""_""),"
"INFO","Project base path helper usage","backend\app\api\review.py","541","build_project_base_path("
"REVIEW","Direct source native/text/preview/metadata path literal","backend\app\api\review.py","551","f""{base_path}/source/native/"""
"REVIEW","Direct source native/text/preview/metadata path literal","backend\app\api\review.py","554","f""{base_path}/source/natives/"""
"REVIEW","Direct source native/text/preview/metadata path literal","backend\app\api\review.py","557","f""{base_path}/source/native_docs/"""
"REVIEW","Direct source native/text/preview/metadata path literal","backend\app\api\review.py","562","f""{base_path}/source/text/"""
"REVIEW","Direct source native/text/preview/metadata path literal","backend\app\api\review.py","565","f""{base_path}/source/texts/"""
"REVIEW","Direct source native/text/preview/metadata path literal","backend\app\api\review.py","591","detail=f""Document not found in source/native: {doc_id}"","
"INFO","Processing Center route decorator","backend\app\api\review.py","803","@router.get(""/review/current"")"
"INFO","Processing Center route decorator","backend\app\api\review.py","825","@router.get(""/{workspace}/review/preview"")"
"INFO","Processing Center route decorator","backend\app\api\review.py","961","@router.get(""/{workspace}/review/current"")"
"INFO","Processing Center route decorator","backend\app\api\review.py","1000","@router.post(""/review/save"")"
"INFO","Processing Center route decorator","backend\app\api\review.py","1088","@router.post(""/review/save-next"")"
"INFO","Processing Center route decorator","backend\app\api\review.py","1100","@router.get(""/review/coding-map"")"
"INFO","Processing Center route decorator","backend\app\api\reviewer_hours.py","36","@router.post(""/logout"")"
"INFO","Project base path helper usage","backend\app\api\search_folders.py","9","from app.services.storage_paths import build_project_base_path"
"INFO","Project base path helper usage","backend\app\api\search_folders.py","45","return build_project_base_path("
"REVIEW","Direct source native/text/preview/metadata path literal","backend\app\api\search_folders.py","62","prefix = f""{base_path}/source/text/"""
"INFO","Processing Center route decorator","backend\app\api\search_folders.py","172","@router.get(""/"")"
"INFO","Processing Center route decorator","backend\app\api\search_folders.py","237","@router.post(""/create"")"
"INFO","Processing Center route decorator","backend\app\api\search_folders.py","414","@router.get(""/{folder_id}/hits"")"
"INFO","Processing Center route decorator","backend\app\api\search_folders.py","421","@router.post(""/{folder_id}/delete"")"
"INFO","Processing Center route decorator","backend\app\api\summaries.py","29","@router.get(""/projects"")"
"INFO","Processing Center route decorator","backend\app\api\summaries_batches.py","28","@router.get(""/projects/{project_id}/batches"")"
"INFO","Processing Center route decorator","backend\app\api\summaries_batches.py","47","@router.post(""/projects/{project_id}/batches/create"")"
"INFO","Processing Center route decorator","backend\app\api\summaries_batches.py","74","@router.post(""/projects/{project_id}/batches/checkout"")"
"INFO","Processing Center route decorator","backend\app\api\summaries_qc.py","23","@router.post(""/save"")"
"INFO","Processing Center route decorator","backend\app\api\summaries_review_batches.py","22","@router.post(""/projects/{project_id}/batches/checkout"")"
"INFO","Processing Center route decorator","backend\app\api\summaries_review_batches.py","40","@router.post(""/projects/{project_id}/batches/release"")"
"INFO","Processing Center route decorator","backend\app\api\summaries_review_batches.py","60","@router.post(""/projects/{project_id}/batches/complete"")"
"INFO","Processing Center route decorator","backend\app\api\summaries_summary_data.py","61","@router.post(""/exists"")"
"INFO","Processing Center route decorator","backend\app\api\summaries_summary_data.py","88","@router.post(""/save"")"
"INFO","Processing Center route decorator","backend\app\api\summaries_summary_data.py","148","@router.get("""")"
"INFO","Processing Center route decorator","backend\app\api\summaries_text.py","24","@router.get(""/status"")"
"INFO","Processing Center route decorator","backend\app\api\summaries_text.py","46","@router.post(""/extract"")"
"INFO","Processing Center route decorator","backend\app\api\summaries_text.py","108","@router.get(""/content"")"
"INFO","Processing Center route decorator","backend\app\api\timesheet.py","446","@router.get(""/"")"
"INFO","Processing Center route decorator","backend\app\api\timesheet.py","467","@router.get(""/project-hours-summary"")"
"INFO","Processing Center route decorator","backend\app\api\timesheet.py","579","@router.post(""/clock-in"")"
"INFO","Processing Center route decorator","backend\app\api\timesheet.py","652","@router.post(""/clock-out"")"
"INFO","Processing Center route decorator","backend\app\api\timesheet.py","703","@router.get(""/review-hours"")"
"INFO","Processing Center route decorator","backend\app\api\timesheet.py","809","@router.post(""/review-hours/login"")"
"INFO","Processing Center route decorator","backend\app\api\timesheet.py","887","@router.post(""/review-hours/logout"")"
"INFO","Processing Center route decorator","backend\app\api\timesheet.py","1009","@router.post(""/review-hours/edit"")"
"INFO","Processing Center route decorator","backend\app\api\users.py","82","@router.get("""")"
"INFO","Processing Center route decorator","backend\app\api\users.py","83","@router.get(""/"")"
"INFO","Processing Center route decorator","backend\app\api\users.py","96","@router.post(""/create"")"
"INFO","Processing Center route decorator","backend\app\api\users.py","289","@router.post(""/update"")"
"INFO","Processing Center route decorator","backend\app\api\users.py","449","@router.post(""/delete"")"
"INFO","Processing Center route decorator","backend\app\api\users.py","506","@router.post(""/reset-password"")"
"INFO","Processing Center route decorator","backend\app\api\users.py","531","@router.post(""/project-access"")"
"INFO","Processing Center route decorator","backend\app\api\workspace_clients.py","27","@router.get(""/{workspace}/clients"")"
"INFO","Processing Center route decorator","backend\app\api\workspace_clients.py","45","@router.get(""/{workspace}/projects"")"
"INFO","Processing Center route decorator","backend\app\api\workspace_files.py","57","@router.get(""/{workspace}/files"")"
"REVIEW","Direct source native/text/preview/metadata path literal","backend\app\api\workspace_files.py","68","resolved_folder = folder or ""source/native"""
"INFO","Processing Center route decorator","backend\app\api\workspace_files.py","205","@router.get(""/{workspace}/native-preview"")"
"INFO","Processing Center route decorator","backend\app\api\workspace_file_uploads.py","34","@router.post(""/{workspace}/files/upload"")"
"REVIEW","Direct source native/text/preview/metadata path literal","backend\app\api\workspace_file_uploads.py","96","and folder_name == ""source/native"""
"INFO","Project base path helper usage","backend\app\api\workspace_projects.py","10","from app.services.storage_paths import build_project_base_path"
"REVIEW","Project display/storage conversion logic","backend\app\api\workspace_projects.py","48","cleaned = name.strip().replace("" "", ""_"")"
"INFO","Processing Center route decorator","backend\app\api\workspace_projects.py","194","@router.get(""/registry/workspace-clients"")"
"INFO","Processing Center route decorator","backend\app\api\workspace_projects.py","266","@router.get(""/{workspace}/clients"")"
"INFO","Processing Center route decorator","backend\app\api\workspace_projects.py","303","@router.get(""/{workspace}/clients/{client_name}/projects"")"
"INFO","Processing Center route decorator","backend\app\api\workspace_projects.py","345","@router.post(""/registry/workspace-projects/create"")"
"INFO","Processing Center route decorator","backend\app\api\workspace_projects.py","402","@router.post(""/{workspace}/projects/create"")"
"INFO","Project base path helper usage","backend\app\api\workspace_projects.py","446","project_root = build_project_base_path("
"REVIEW","Direct source native/text/preview/metadata path literal","backend\app\api\workspace_projects.py","475","f""{project_root}/source/native/.keep"","
"REVIEW","Direct source native/text/preview/metadata path literal","backend\app\api\workspace_projects.py","476","f""{project_root}/source/text/.keep"","
"REVIEW","Direct source native/text/preview/metadata path literal","backend\app\api\workspace_projects.py","478","f""{project_root}/source/metadata/.keep"","
"REVIEW","Direct source native/text/preview/metadata path literal","backend\app\api\workspace_projects.py","479","f""{project_root}/source/preview/.keep"","
"REVIEW","Direct APC upload path literal","backend\app\api\workspace_projects.py","480","f""{project_root}/source/processing_center/uploads/.keep"","
"REVIEW","Direct APC jobs/staged/reports/archive path literal","backend\app\api\workspace_projects.py","482","f""{project_root}/processing_center/jobs/.keep"","
"REVIEW","Direct APC jobs/staged/reports/archive path literal","backend\app\api\workspace_projects.py","483","f""{project_root}/processing_center/staged/.keep"","
"REVIEW","Direct APC jobs/staged/reports/archive path literal","backend\app\api\workspace_projects.py","484","f""{project_root}/processing_center/reports/.keep"","
"REVIEW","Direct APC jobs/staged/reports/archive path literal","backend\app\api\workspace_projects.py","485","f""{project_root}/processing_center/archive/.keep"","
"REVIEW","Direct APC jobs/staged/reports/archive path literal","backend\app\api\workspace_projects.py","486","f""{project_root}/processing_center/removed/.keep"","
"REVIEW","Direct source native/text/preview/metadata path literal","backend\app\api\workspace_project_create.py","21","""source/native"","
"REVIEW","Direct source native/text/preview/metadata path literal","backend\app\api\workspace_project_create.py","22","""source/text"","
"REVIEW","Direct source native/text/preview/metadata path literal","backend\app\api\workspace_project_create.py","23","""source/metadata"","
"INFO","Processing Center route decorator","backend\app\api\workspace_project_create.py","61","@router.post(""/{workspace}/projects/create"")"
"INFO","Processing Center route decorator","backend\app\api\workspace_project_create.py","132","@router.post(""/{workspace}/projects/ensure-folders"")"
"REVIEW","Project display/storage conversion logic","backend\app\api\workspace_protocols.py","30",".replace("" "", ""_"")"
"INFO","Processing Center route decorator","backend\app\api\workspace_protocols.py","92","@router.get(""/{workspace}/projects/{project_id}/protocol"")"
"INFO","Processing Center route decorator","backend\app\api\workspace_protocols.py","293","@router.post(""/{workspace}/projects/{project_id}/protocol"")"
"INFO","Processing Center route decorator","backend\app\routes\merge_dedupe.py","46","@router.post(""/merge-dedupe"")"
"INFO","Processing Center route decorator","backend\app\routes\tools_merge_dedupe.py","175","@router.post(""/captured-entities/merge-selected-headers"")"
"INFO","Processing Center route decorator","backend\app\routes\tools_merge_dedupe.py","324","@router.post(""/merge-dedupe/import-captured-entities"")"
"REVIEW","Direct source native/text/preview/metadata path literal","backend\app\services\batch_service.py","98","""source/native"","
"REVIEW","Project display/storage conversion logic","backend\app\services\batch_service.py","585",".replace("" "", ""_"")"
"INFO","Project base path helper usage","backend\app\services\storage_paths.py","5","def build_project_base_path("
"INFO","Project base path helper usage","backend\app\services\storage_paths.py","23","base_path = build_project_base_path("
"REVIEW","Direct source native/text/preview/metadata path literal","backend\app\services\summary_text_service.py","9","""/source/native/"","
"REVIEW","Direct source native/text/preview/metadata path literal","backend\app\services\summary_text_service.py","10","""/source/text/"","
"REVIEW","Direct source native/text/preview/metadata path literal","backend\app\services\summary_text_service.py","36","if ""/source/native/"" not in native_blob_name:"
"REVIEW","Direct source native/text/preview/metadata path literal","frontend\src\app\capture\batch-management\page.tsx","163",")}&folder=${encodeURIComponent(""source/native"")}`"
"REVIEW","Project display/storage conversion logic","frontend\src\app\capture\batch-management\page.tsx","617",".replaceAll(""_"", "" "");"
"REVIEW","Project display/storage conversion logic","frontend\src\app\capture\batch-management\page.tsx","664","subtitle={`Create and manage batches for ${projectId.replaceAll(""_"", "" "")}.`}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\capture\batch-management\page.tsx","1123",".replaceAll(""_"", "" "");"
"REVIEW","Project display/storage conversion logic","frontend\src\app\capture\batch-management\page.tsx","1588","subtitle={`Batch status for ${projectId.replaceAll(""_"", "" "")}.`}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\capture\batches\page.tsx","174",".replaceAll(""_"", "" "");"
"REVIEW","Project display/storage conversion logic","frontend\src\app\capture\batches\page.tsx","411","subtitle={`Batch checkout and status for ${projectId.replaceAll(""_"", "" "")}.`}"
"REVIEW","Direct source native/text/preview/metadata path literal","frontend\src\app\capture\files\page.tsx","68",")}&folder=${encodeURIComponent(""source/native"")}`"
"REVIEW","Project display/storage conversion logic","frontend\src\app\capture\files\page.tsx","171","subtitle={`All project files for ${projectId.replaceAll(""_"", "" "")}.`}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\capture\new-project\page.tsx","389","{client.replaceAll(""_"", "" "")}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\capture\new-project\page.tsx","462","{client.replaceAll(""_"", "" "")}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\capture\new-project\page.tsx","479","{project.replaceAll(""_"", "" "")}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\capture\new-project\page.tsx","662","{project.replaceAll(""_"", "" "")}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\capture\project-dashboard\page.tsx","30","const projectName = projectId.replaceAll(""_"", "" "");"
"REVIEW","Project display/storage conversion logic","frontend\src\app\capture\project-dashboard\page.tsx","32","? clientId.replaceAll(""_"", "" "")"
"REVIEW","Project display/storage conversion logic","frontend\src\app\capture\project-hours\page.tsx","58","subtitle={`Hours worked for ${projectId.replaceAll(""_"", "" "")}.`}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\capture\protocol\page.tsx","80","? `Saved protocol for ${projectId.replaceAll(""_"", "" "")}.`"
"REVIEW","Project display/storage conversion logic","frontend\src\app\capture\review\page.tsx","83",".replaceAll(""_"", "" "");"
"REVIEW","Project display/storage conversion logic","frontend\src\app\capture\review\page.tsx","140","title={batchId.replaceAll(""_"", "" "")}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\capture\review\doc\page.tsx","58",".replaceAll(""_"", "" "")"
"REVIEW","Direct source native/text/preview/metadata path literal","frontend\src\app\capture\review\doc\page.tsx","216",")}&folder=${encodeURIComponent(""source/native"")}`"
"REVIEW","Project display/storage conversion logic","frontend\src\app\capture\review-team\page.tsx","298","label={project.replaceAll(""_"", "" "")}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\capture\review-team\page.tsx","404",".map((project) => project.replaceAll(""_"", "" ""))"
"REVIEW","Project display/storage conversion logic","frontend\src\app\capture\search-folders\page.tsx","161","subtitle={`Create text or regex search folders for ${projectId.replaceAll(""_"", "" "")}.`}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\captured-entities\page.tsx","63","subtitle={`Protocol-aligned captured entities for ${projectId.replaceAll(""_"", "" "")}${batchId ? ` / ${batchId.replaceAll(""_"", "" "")}` : """"}.`}"
"REVIEW","Direct source native/text/preview/metadata path literal","frontend\src\app\cyber-utility\xl-processing\page.tsx","99","folder: ""source/native"","
"REVIEW","Direct source native/text/preview/metadata path literal","frontend\src\app\cyber-utility\xl-processing\page.tsx","193","input_path: ""source/native"","
"REVIEW","Direct source native/text/preview/metadata path literal","frontend\src\app\cyber-utility\xl-processing\page.tsx","225","subtitle=""Preview, select, and process Excel and CSV files from Azure-hosted project source/native folders."""
"REVIEW","Direct source native/text/preview/metadata path literal","frontend\src\app\discovery\batch-management\page.tsx","149",")}&folder=${encodeURIComponent(""source/native"")}`"
"REVIEW","Project display/storage conversion logic","frontend\src\app\discovery\batch-management\page.tsx","374","subtitle={`Create and manage batches for ${projectId.replaceAll(""_"", "" "")}.`}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\discovery\batch-management\page.tsx","813","subtitle={`Batch status for ${projectId.replaceAll(""_"", "" "")}.`}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\discovery\batches\page.tsx","148",".replaceAll(""_"", "" "");"
"REVIEW","Project display/storage conversion logic","frontend\src\app\discovery\batches\page.tsx","290","subtitle={`Batch checkout and status for ${projectId.replaceAll(""_"", "" "")}.`}"
"REVIEW","Direct source native/text/preview/metadata path literal","frontend\src\app\discovery\files\page.tsx","47","folder: ""source/native"","
"REVIEW","Project display/storage conversion logic","frontend\src\app\discovery\files\page.tsx","118","subtitle={`All project files for ${projectId.replaceAll(""_"", "" "")}.`}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\discovery\new-project\page.tsx","389","{client.replaceAll(""_"", "" "")}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\discovery\new-project\page.tsx","465","{client.replaceAll(""_"", "" "")}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\discovery\new-project\page.tsx","482","{project.replaceAll(""_"", "" "")}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\discovery\project-dashboard\page.tsx","30","const projectName = projectId.replaceAll(""_"", "" "");"
"REVIEW","Project display/storage conversion logic","frontend\src\app\discovery\project-dashboard\page.tsx","32","? clientId.replaceAll(""_"", "" "")"
"REVIEW","Project display/storage conversion logic","frontend\src\app\discovery\project-hours\page.tsx","58","subtitle={`Hours worked for ${projectId.replaceAll(""_"", "" "")}.`}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\discovery\protocol\page.tsx","80","? `Saved protocol for ${projectId.replaceAll(""_"", "" "")}.`"
"REVIEW","Project display/storage conversion logic","frontend\src\app\discovery\review\page.tsx","90","title={batchId.replaceAll(""_"", "" "")}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\discovery\review\doc\page.tsx","46",".replaceAll(""_"", "" "")"
"REVIEW","Project display/storage conversion logic","frontend\src\app\discovery\review-team\page.tsx","298","label={project.replaceAll(""_"", "" "")}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\discovery\review-team\page.tsx","404",".map((project) => project.replaceAll(""_"", "" ""))"
"REVIEW","Project display/storage conversion logic","frontend\src\app\discovery\search-folders\page.tsx","158","subtitle={`Create text or regex search folders for ${projectId.replaceAll(""_"", "" "")}.`}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\messaging\page.tsx","51","subtitle={`Project communications for ${projectId.replaceAll(""_"", "" "")}.`}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\new-project\page.tsx","436","{client.client_name.replaceAll(""_"", "" "")}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\new-project\page.tsx","516","{client.replaceAll(""_"", "" "")}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\new-project\page.tsx","533","{project.replaceAll(""_"", "" "")}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\new-project\page.tsx","762","{project.replaceAll(""_"", "" "")}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\project-dashboard\page.tsx","28","const projectName = projectId.replaceAll(""_"", "" "");"
"REVIEW","Project display/storage conversion logic","frontend\src\app\project-users\page.tsx","91","project ? project.replaceAll(""_"", "" "") : ""Project"""
"REVIEW","Project display/storage conversion logic","frontend\src\app\projects\page.tsx","247","{client.replaceAll(""_"", "" "")}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\review-hours\page.tsx","523","project ? project.replaceAll(""_"", "" "") : ""Project"""
"REVIEW","Direct source native/text/preview/metadata path literal","frontend\src\app\summaries\batch-management\page.tsx","159",")}&folder=${encodeURIComponent(""source/native"")}`"
"REVIEW","Project display/storage conversion logic","frontend\src\app\summaries\batch-management\page.tsx","415","subtitle={`Create and manage batches for ${projectId.replaceAll(""_"", "" "")}.`}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\summaries\batch-management\page.tsx","878","subtitle={`Batch status for ${projectId.replaceAll(""_"", "" "")}.`}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\summaries\batches\page.tsx","152",".replaceAll(""_"", "" "");"
"REVIEW","Project display/storage conversion logic","frontend\src\app\summaries\batches\page.tsx","294","subtitle={`Batch checkout and status for ${projectId.replaceAll(""_"", "" "")}.`}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\summaries\captured-entities\page.tsx","83",")}${batchId ? ` / ${batchId.replaceAll(""_"", "" "")}` : """"}.`}"
"REVIEW","Direct source native/text/preview/metadata path literal","frontend\src\app\summaries\files\page.tsx","45",")}&folder=${encodeURIComponent(""source/native"")}`"
"REVIEW","Project display/storage conversion logic","frontend\src\app\summaries\files\page.tsx","112","? `${clientId.replaceAll(""_"", "" "")} / `"
"REVIEW","Project display/storage conversion logic","frontend\src\app\summaries\files\page.tsx","114","}${projectId.replaceAll(""_"", "" "")}.`}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\summaries\new-project\page.tsx","395","{client.replaceAll(""_"", "" "")}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\summaries\new-project\page.tsx","471","{client.replaceAll(""_"", "" "")}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\summaries\new-project\page.tsx","488","{project.replaceAll(""_"", "" "")}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\summaries\project-dashboard\page.tsx","30","const projectName = projectId.replaceAll(""_"", "" "");"
"REVIEW","Project display/storage conversion logic","frontend\src\app\summaries\project-dashboard\page.tsx","32","? clientId.replaceAll(""_"", "" "")"
"REVIEW","Project display/storage conversion logic","frontend\src\app\summaries\project-hours\page.tsx","58","subtitle={`Hours worked for ${projectId.replaceAll(""_"", "" "")}.`}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\summaries\protocol\page.tsx","80","? `Saved protocol for ${projectId.replaceAll(""_"", "" "")}.`"
"REVIEW","Project display/storage conversion logic","frontend\src\app\summaries\review\page.tsx","84",".replaceAll(""_"", "" "");"
"REVIEW","Project display/storage conversion logic","frontend\src\app\summaries\review\page.tsx","163","title={resolvedBatchId.replaceAll(""_"", "" "")}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\summaries\review-team\page.tsx","298","label={project.replaceAll(""_"", "" "")}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\summaries\review-team\page.tsx","404",".map((project) => project.replaceAll(""_"", "" ""))"
"REVIEW","Project display/storage conversion logic","frontend\src\app\summaries\search-folders\page.tsx","158","subtitle={`Create text or regex search folders for ${projectId.replaceAll(""_"", "" "")}.`}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\timesheet\page.tsx","58","subtitle={`Hours worked for ${projectId.replaceAll(""_"", "" "")}.`}"
"REVIEW","Project display/storage conversion logic","frontend\src\app\user-access\page.tsx","776","project.replaceAll(""_"", "" "")"
"REVIEW","Project display/storage conversion logic","frontend\src\components\CapturedEntitiesTable.tsx","901",")}${batchId ? ` / ${batchId.replaceAll(""_"", "" "")}` : """"}.`}"
"REVIEW","Direct APC upload path literal","frontend\src\components\ProjectFileUploadCard.tsx","32","value: ""source/processing_center/uploads"","
"REVIEW","Direct APC upload path literal","frontend\src\components\ProjectFileUploadCard.tsx","39","value: ""source/processing_center/uploads"","
"REVIEW","Direct source native/text/preview/metadata path literal","frontend\src\components\ProjectFileUploadCard.tsx","42","{ value: ""source/native"", label: ""Native"" },"
"REVIEW","Direct source native/text/preview/metadata path literal","frontend\src\components\ProjectFileUploadCard.tsx","43","{ value: ""source/text"", label: ""Text"" },"
"REVIEW","Direct source native/text/preview/metadata path literal","frontend\src\components\ProjectFileUploadCard.tsx","44","{ value: ""source/metadata"", label: ""Metadata"" },"
"REVIEW","Direct APC upload path literal","frontend\src\components\ProjectFileUploadCard.tsx","70","useState(""source/processing_center/uploads"");"
"REVIEW","Direct APC upload path literal","frontend\src\components\ProjectFileUploadCard.tsx","100","setSelectedFolder(""source/processing_center/uploads"");"
"REVIEW","Direct APC upload path literal","frontend\src\components\ProjectFileUploadCard.tsx","224","selectedFolder === ""source/processing_center/uploads"""
"REVIEW","Direct APC upload path literal","frontend\src\components\ProjectFileUploadCard.tsx","254","setSelectedFolder(""source/processing_center/uploads"");"
"REVIEW","Project display/storage conversion logic","frontend\src\components\ProjectFileUploadCard.tsx","284","{client.replaceAll(""_"", "" "")}"
"REVIEW","Project display/storage conversion logic","frontend\src\components\ProjectFileUploadCard.tsx","301","{project.replaceAll(""_"", "" "")}"
"REVIEW","Project display/storage conversion logic","frontend\src\components\ProjectSidebar.tsx","468","{projectId.replaceAll(""_"", "" "")}"
"REVIEW","Project display/storage conversion logic","frontend\src\components\Topbar.tsx","136","{selectedProject.replaceAll(""_"", "" "")}"
"REVIEW","Direct APC upload path literal","frontend\src\components\processing-center\AzureProcessingCenterPanel.tsx","1046","Files are uploaded to source/processing_center/uploads. Processing can only be started by INSYT Admin."
"REVIEW","Direct APC upload path literal","frontend\src\components\processing-center\AzureProcessingCenterPanel.tsx","1137","No files found in source/processing_center/uploads."
"REVIEW","Direct APC upload path literal","frontend\src\components\processing-center\AzureProcessingCenterPanel.tsx","1707","source/processing_center/uploads"
"REVIEW","Project display/storage conversion logic","frontend\src\components\protocols\AssignProtocolToProjectCard.tsx","254","{client.replaceAll(""_"", "" "")}"
"REVIEW","Project display/storage conversion logic","frontend\src\components\protocols\AssignProtocolToProjectCard.tsx","268","{project.replaceAll(""_"", "" "")}"
"REVIEW","Project display/storage conversion logic","frontend\src\components\protocols\AssignProtocolToProjectCard.tsx","282","{protocol.name.replaceAll(""_"", "" "")}"
"REVIEW","Project display/storage conversion logic","frontend\src\components\summaries\PdfOutlinePane.tsx","93","{projectId.replaceAll(""_"", "" "")}"
"INFO","Project base path helper usage","workers\insyt_processing_worker\apc\api.py","9","from .azure_layout import AzureRoutingConfig"
"INFO","Project base path helper usage","workers\insyt_processing_worker\apc\api.py","64",") -> AzureRoutingConfig:"
"INFO","Project base path helper usage","workers\insyt_processing_worker\apc\api.py","65","return AzureRoutingConfig.from_args("
"INFO","Project base path helper usage","workers\insyt_processing_worker\apc\azure_blob_adapter.py","10","from .azure_layout import AzureRoutingConfig, build_review_promotion_blob_plan, build_azure_routing_summary"
"INFO","Project base path helper usage","workers\insyt_processing_worker\apc\azure_blob_adapter.py","48","def __init__(self, routing: AzureRoutingConfig):"
"FAIL","Workspace-first literal/order: workspace/client/project","workers\insyt_processing_worker\apc\azure_blob_adapter.py","127","{workspace}/{client}/{project}/source/processing_center/uploads/"
"REVIEW","Direct APC upload path literal","workers\insyt_processing_worker\apc\azure_blob_adapter.py","127","{workspace}/{client}/{project}/source/processing_center/uploads/"
"FAIL","Workspace-first literal/order: workspace/client/project","workers\insyt_processing_worker\apc\azure_blob_adapter.py","130","{workspace}/{client}/{project}/processing_center/archive/{job_id}/uploads/"
"REVIEW","Direct APC jobs/staged/reports/archive path literal","workers\insyt_processing_worker\apc\azure_blob_adapter.py","130","{workspace}/{client}/{project}/processing_center/archive/{job_id}/uploads/"
"REVIEW","Direct APC jobs/staged/reports/archive path literal","workers\insyt_processing_worker\apc\azure_blob_adapter.py","137","f""{self.routing.prefix}/processing_center/archive/"""
"INFO","Project base path helper usage","workers\insyt_processing_worker\apc\azure_blob_adapter.py","137","f""{self.routing.prefix}/processing_center/archive/"""
"FAIL","Workspace-first literal/order: workspace/client/project","workers\insyt_processing_worker\apc\azure_blob_adapter.py","242","{workspace}/{client}/{project}/processing_center/staged/{job_id}/native/"
"REVIEW","Direct APC jobs/staged/reports/archive path literal","workers\insyt_processing_worker\apc\azure_blob_adapter.py","242","{workspace}/{client}/{project}/processing_center/staged/{job_id}/native/"
"FAIL","Workspace-first literal/order: workspace/client/project","workers\insyt_processing_worker\apc\azure_blob_adapter.py","243","{workspace}/{client}/{project}/processing_center/staged/{job_id}/text/"
"REVIEW","Direct APC jobs/staged/reports/archive path literal","workers\insyt_processing_worker\apc\azure_blob_adapter.py","243","{workspace}/{client}/{project}/processing_center/staged/{job_id}/text/"
"FAIL","Workspace-first literal/order: workspace/client/project","workers\insyt_processing_worker\apc\azure_blob_adapter.py","248","{workspace}/{client}/{project}/source/native/"
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\apc\azure_blob_adapter.py","248","{workspace}/{client}/{project}/source/native/"
"FAIL","Workspace-first literal/order: workspace/client/project","workers\insyt_processing_worker\apc\azure_blob_adapter.py","249","{workspace}/{client}/{project}/source/text/"
"REVIEW","Direct source native/text/preview/metadata path literal","workers\insyt_processing_worker\apc\azure_blob_adapter.py","249","{workspace}/{client}/{project}/source/text/"
"REVIEW","Direct APC jobs/staged/reports/archive path literal","workers\insyt_processing_worker\apc\azure_blob_adapter.py","256","f""{self.routing.prefix}/processing_center/staged/{job_id}"""
